External ID,Title,Description,Status,Priority,Assignee,Project,Team,Labels,Parent External ID,Start Date,Due Date,Milestone,Estimate Days
AOS-OPEN-056,Validate open-phone update and recovery,"**Outcome.** Prove failed updates, corrupt state, lost user-space service, and bad board package can return to a trusted bootable state.

**Scope.** Produce and integrate: target update layout; signed recovery path; rollback/repair tooling; user-facing limitations; drill scripts. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- A published supported build cannot permanently brick from a single failed update under declared hardware assumptions
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
target update layout; signed recovery path; rollback/repair tooling; user-facing limitations; drill scripts

## Verification
interrupt every update phase, corrupt partitions/manifests and recover two devices from external instructions

## Evidence
recovery drill; update traces; boot-state inventory; support decision

## Traceability
Specs: AOS-ARCH-013#recovery-environment;AOS-HW-003#support-definition
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Documented and Open Hardware,Hardware,"aos-open,pinephone-pro,p0,task",AOS-OPEN-000,2027-10-04,2027-12-26,M8,16
AOS-OPEN-057,Integrate open-phone modem hardware with native cellular service,"**Outcome.** Connect the physically separate modem transport, control, power/reset and SIM paths without importing Linux runtime APIs.

**Scope.** Produce and integrate: modem hardware backend; power/reset; USB/serial transport; SIM routing; diagnostics; cellular-service binding. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Modem is treated as an untrusted peripheral, Linux D-Bus/network/plugin ABIs are absent, and failures do not destabilize core services
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
modem hardware backend; power/reset; USB/serial transport; SIM routing; diagnostics; cellular-service binding

## Verification
registration/data/SMS tasks, modem crash/replug/reset, suspend and capability isolation

## Evidence
modem traces; power/lifecycle tests; dependency scan; support matrix

## Traceability
Specs: AOS-HW-003#modem-role;AOS-HW-007#native-cellular-stack
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Documented and Open Hardware,Hardware,"aos-open,pinephone-pro,p1,task",AOS-OPEN-000,2027-08-09,2027-12-12,M6,25
AOS-OPEN-060,Design reproducible community hardware kit,"**Outcome.** Select a documented board, peripherals, camera/display/input/power setup and recovery method that external contributors can obtain and reproduce.

**Scope.** Produce and integrate: kit BOM/revisions; assembly/flash/recovery guide; test image; conformance checklist; support/lifecycle/alternatives. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Kit has at least two supply sources or successor plan, exact revisions, non-destructive recovery, and tests that identify unsupported substitutions
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
kit BOM/revisions; assembly/flash/recovery guide; test image; conformance checklist; support/lifecycle/alternatives

## Verification
internal clean-room-style reproduction before external pilot

## Evidence
kit build records; availability/pricing check; issue list; maintainer commitment

## Traceability
Specs: AOS-GOV-002#hardware-maintainers;AOS-HW-008#community-reference-kit
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Documented and Open Hardware,Hardware,"aos-open,community-hardware,p1,task",AOS-OPEN-000,2028-07-10,2028-12-24,M10,20
AOS-OPEN-070,Complete current Fairphone feasibility dossier,"**Outcome.** Determine whether a current Fairphone offers a useful quality/documentation/boot/supply partnership route without making Android a native dependency.

**Scope.** Produce and integrate: exact-SKU dossier; source/docs/firmware/boot/camera/power/radio/rights/supply analysis; vendor outreach; scorecard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Recommendation states unique evidence, native blockers, rights, cost, partner ask and stop condition rather than equating source release with openness
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
exact-SKU dossier; source/docs/firmware/boot/camera/power/radio/rights/supply analysis; vendor outreach; scorecard

## Verification
EXP-024 and counsel/architecture/hardware review

## Evidence
dossier; vendor response; score changes; EXP-024 record

## Traceability
Specs: AOS-HW-005#fairphone-track;AOS-HW-005#dossier-requirements
Sources: SRC-026;SRC-027
Claims: CLM-022
Experiments: EXP-024",Backlog,P2,,Documented and Open Hardware,Hardware,"aos-open,semi-open-hardware,p2,experiment",AOS-OPEN-000,2026-10-05,2027-01-24,M5,10
AOS-OPEN-071,Complete Sony Open Devices feasibility dossier,"**Outcome.** Determine whether a current supported Xperia program provides a useful quality/reference/partner route for native Agent OS work.

**Scope.** Produce and integrate: supported-device dossier; AOSP binary/source/boot/camera/power/radio/rights/lifecycle analysis; outreach; scorecard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Recommendation distinguishes AOSP support from native hardware documentation and identifies any contract needed for Agent OS
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
supported-device dossier; AOSP binary/source/boot/camera/power/radio/rights/lifecycle analysis; outreach; scorecard

## Verification
EXP-025 and review against public program terms/current device support

## Evidence
dossier; vendor response; score changes; EXP-025 record

## Traceability
Specs: AOS-HW-005#sony-track;AOS-HW-005#dossier-requirements
Sources: SRC-028
Claims: CLM-022
Experiments: EXP-025",Backlog,P2,,Documented and Open Hardware,Hardware,"aos-open,semi-open-hardware,p2,experiment",AOS-OPEN-000,2026-10-05,2027-01-24,M5,10
AOS-OPEN-072,Evaluate Librem 5 as modular-radio/manufacturing prior art,"**Outcome.** Assess whether its hardware documentation, replaceable modem/Wi-Fi, kill switches and supply/manufacturing experience justify acquisition or collaboration.

**Scope.** Produce and integrate: public-source dossier; modularity/power/performance/cost analysis; contact decision; scorecard update. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Purchase occurs only if expected modular/certification/manufacturing evidence exceeds cost and duplicates
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
public-source dossier; modularity/power/performance/cost analysis; contact decision; scorecard update

## Verification
source/vendor review and comparison to PinePhone/custom carrier goals

## Evidence
dossier; buy/no-buy decision; related architecture findings

## Traceability
Specs: AOS-HW-003#librem-role;AOS-HW-010#candidate-scorecard
Sources: none
Claims: none
Experiments: none",Backlog,P3,,Documented and Open Hardware,Hardware,"aos-open,open-phone-research,p3,spike",AOS-OPEN-000,2026-11-02,2027-01-10,M5,6
AOS-OPEN-080,Select maintained hardware portfolio after M6/M7,"**Outcome.** Re-score QEMU, documented boards, open phones, Pixel, semi-open candidates and custom path from measured evidence and owner capacity.

**Scope.** Produce and integrate: updated scorecard; maintained/experimental/retired assignments; budgets/owners; route hypotheses; public support language. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record exact board/device revision and recovery path; hardware-specific behavior terminates in board packages and service backends.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- No target remains maintained without unique value, owner, specimens, recovery, test scope and lifecycle budget
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
updated scorecard; maintained/experimental/retired assignments; budgets/owners; route hypotheses; public support language

## Verification
cross-functional gate review with total cost and capacity model

## Evidence
signed portfolio decision; retired-target migration plan; risk/budget updates

## Traceability
Specs: AOS-HW-010#evidence-updates;AOS-PLAN-006#technical-gates
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Documented and Open Hardware,Hardware,"aos-open,portfolio,p0,decision",AOS-OPEN-000,2028-01-24,2028-02-13,M9,6
AOS-OPEN-090,Produce the BeagleY-AI and AM67A target dossier,"**Outcome.** Produce the BeagleY-AI and AM67A target dossier.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-011#candidate-table, AOS-HW-004#target-dossier. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Produce the BeagleY-AI and AM67A target dossier; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-011#candidates;AOS-HW-004#documentation-audit
Sources: SRC-087;SRC-088
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,target-dossier,phase-1,volume-03",AOS-OPEN-000,2026-08-10,2026-09-20,M1,15
AOS-OPEN-091,Produce the NXP i.MX 8M Plus target and camera dossier,"**Outcome.** Produce the NXP i.MX 8M Plus target and camera dossier.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-011#candidate-table, AOS-HW-012#documented-isp. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Produce the NXP i.MX 8M Plus target and camera dossier; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-011#candidates;AOS-HW-012#tracks
Sources: SRC-089;SRC-090;SRC-091
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,target-dossier,phase-1,volume-03",AOS-OPEN-000,2026-08-10,2026-09-27,M1,18
AOS-OPEN-092,Produce the RK3588 performance-target dossier,"**Outcome.** Produce the RK3588 performance-target dossier.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-011#candidate-table, AOS-HW-013#performance. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Produce the RK3588 performance-target dossier; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-011#candidates;AOS-HW-013#categories
Sources: SRC-092;SRC-093
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,target-dossier,phase-1,volume-03",AOS-OPEN-000,2026-08-17,2026-10-04,M1,18
AOS-OPEN-093,Produce the VIM3/A311D reference dossier,"**Outcome.** Produce the VIM3/A311D reference dossier.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-011#candidate-table, AOS-RES-007#systems. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Produce the VIM3/A311D reference dossier; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-011#candidates;AOS-RES-007#dimensions
Sources: none
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,target-dossier,phase-1,volume-03",AOS-OPEN-000,2026-08-17,2026-09-27,M1,15
AOS-OPEN-094,Refresh the PinePhone Pro native phone-form dossier,"**Outcome.** Refresh the PinePhone Pro native phone-form dossier.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-003#pinephone-pro-role, AOS-HW-011#candidate-table. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Refresh the PinePhone Pro native phone-form dossier; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-003#pinephone-pro-role;AOS-HW-011#candidates
Sources: SRC-085;SRC-086
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,open-phone,phase-1,volume-03",AOS-OPEN-000,2026-08-17,2026-09-27,M1,15
AOS-OPEN-095,Compare Fairphone and Sony as semi-open quality bridges,"**Outcome.** Compare Fairphone and Sony as semi-open quality bridges.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-005#dossier-requirements, AOS-HW-011#candidate-table. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Compare Fairphone and Sony as semi-open quality bridges; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-005#dossier-requirements;AOS-HW-011#candidates
Sources: SRC-083;SRC-084
Claims: none
Experiments: none",Planned,P1,,Documented and Open Hardware,Hardware,"aos-open,quality-bridge,phase-1,volume-03",AOS-OPEN-000,2026-08-24,2026-10-11,M1,18
AOS-OPEN-096,Select two unrelated documented SoC families for native ports,"**Outcome.** Select two unrelated documented SoC families for native ports.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-HW-011#selection, AOS-ARCH-016#portability-proof. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.

## Acceptance criteria
- The deliverable is linked to every listed specification and uses stable document/task/source identifiers.
- The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.
- Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.
- Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.

## Deliverables
Normative report or implementation for Select two unrelated documented SoC families for native ports; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.

## Verification
Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.

## Evidence
Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.

## Traceability
Specs: AOS-HW-011#selection;AOS-ARCH-016#conformance
Sources: none
Claims: none
Experiments: none",Planned,P0,,Documented and Open Hardware,Hardware,"aos-open,target-selection,phase-1,volume-03",AOS-OPEN-000,2026-09-21,2026-10-11,M1,8
AOS-CAM-000,Camera Quality Program epic,"**Outcome.** Build a portable measurable camera stack and quality path.

**Scope.** Produce and integrate: project charter; milestone map; owned backlog; status/evidence dashboard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Project has one accountable lead, an approved scope, milestone links, and no orphaned P0/P1 work
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
project charter; milestone map; owned backlog; status/evidence dashboard

## Verification
monthly project review and gate reconciliation

## Evidence
project update; dependency report; risk and budget delta

## Traceability
Specs: AOS-HW-006#quality-definition
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Camera Quality Program,Hardware,"aos-cam,program,p1,epic",,2026-09-07,2029-07-08,Continuous,3
AOS-CAM-001,Define camera quality metrics and acceptance scenes,"**Outcome.** Turn “good camera” into measurable capture, 3A, color, texture, noise, dynamic range, motion, latency, video, stabilization, power and consistency targets.

**Scope.** Produce and integrate: metric catalog; controlled/natural scene set; reference devices; target ranges; human-review protocol; evidence schema. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Each quality claim names a metric or structured review, capture conditions, reference, uncertainty and minimum acceptable outcome
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
metric catalog; controlled/natural scene set; reference devices; target ranges; human-review protocol; evidence schema

## Verification
camera/vision/product review and pilot captures on stock/reference hardware

## Evidence
quality plan; scene inventory; pilot metrics; known measurement limits

## Traceability
Specs: AOS-HW-006#quality-definition;AOS-RES-003#camera-claims
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Camera Quality Program,Hardware,"aos-cam,camera-quality,p0,task",AOS-CAM-000,2026-09-07,2026-11-01,M3,12
AOS-CAM-002,Commission camera calibration and measurement lab,"**Outcome.** Build controlled lighting, targets, fixtures, motion/flicker, reference capture, lux/color and data-management capability tied to quality experiments.

**Scope.** Produce and integrate: lab fixtures/targets/lights/meters; calibration records; scene procedures; asset/source rights; capture automation. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Lab variance is characterized, every target/light/instrument is identified, and raw/reference assets have lawful provenance
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
lab fixtures/targets/lights/meters; calibration records; scene procedures; asset/source rights; capture automation

## Verification
repeat reference captures across days/operators and quantify variance

## Evidence
commissioning report; calibration certificates/status; repeatability statistics

## Traceability
Specs: AOS-HW-009#camera-lab;AOS-RES-004#evidence-integrity
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Camera Quality Program,Hardware,"aos-cam,camera-lab,p1,purchase",AOS-CAM-000,2026-09-21,2026-11-29,M3,12
AOS-CAM-010,Freeze portable camera service API level 0,"**Outcome.** Approve stream/control/result, frame ownership, timestamps, calibration, 3A, processing, privacy, power, lifecycle and extension semantics.

**Scope.** Produce and integrate: camera API-level manifest; conformance cases; backend extension rules; unresolved-feature list. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- API supports metadata-rich RAW/processed/video flows without encoding Linux media, Android Camera HAL, or one ISP’s control vocabulary
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
camera API-level manifest; conformance cases; backend extension rules; unresolved-feature list

## Verification
map virtual, Pi/reference, AM62A/i.MX and vendor-module paths and security review

## Evidence
API gate record; mapping report; conformance fixtures

## Traceability
Specs: AOS-HW-006#portable-camera-stack
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Camera Quality Program,Hardware,"aos-cam,camera-architecture,p0,decision",AOS-CAM-000,2027-03-22,2027-04-18,M4,8
AOS-CAM-011,"Define sensor, lens, calibration, and metadata model","**Outcome.** Represent sensor modes, exposure/gain/timing, CFA, black/white levels, lens/AF/OIS, temperature, defects, color/shading and per-module calibration provenance.

**Scope.** Produce and integrate: metadata/calibration schemas; module identity; control ranges; DNG mapping; validation fixtures. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Every captured frame can be traced to exact mode/control/calibration/module and unknown calibration is explicit
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
metadata/calibration schemas; module identity; control ranges; DNG mapping; validation fixtures

## Verification
encode two sensors/modules and reject missing/inconsistent timing/color/calibration data

## Evidence
schema tests; module dossiers; DNG validation

## Traceability
Specs: AOS-HW-006#sensor-and-module
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Camera Quality Program,Hardware,"aos-cam,camera-architecture,p0,task",AOS-CAM-000,2027-04-05,2027-05-30,M5,12
AOS-CAM-012,Implement camera pipeline backend framework,"**Outcome.** Compose sensor, receiver, capture, ISP, 3A, lens, stabilization, encoder and computational stages as replaceable isolated backends.

**Scope.** Produce and integrate: pipeline graph; backend interfaces; buffer/metadata synchronization; lifecycle/reset; software/reference backend; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Implement against the portable camera contracts; reference implementations and vendor material are used only under approved provenance and legal boundaries.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Backends can be replaced without product API changes and frame/control/result ownership remains synchronized under failure
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
pipeline graph; backend interfaces; buffer/metadata synchronization; lifecycle/reset; software/reference backend; tests

## Verification
virtual and reference pipeline, stage crash/restart, buffer pressure, control/result timing and privacy indicator tests

## Evidence
pipeline conformance; timing diagrams; fault/recovery traces

## Traceability
Specs: AOS-HW-006#portable-camera-stack;AOS-ARCH-006#camera-contract
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Camera Quality Program,Hardware,"aos-cam,camera-platform,p0,task",AOS-CAM-000,2027-04-05,2027-06-27,M5,20
