task_id,title,issue_type,track,workstream,parent_id,summary,description,acceptance_criteria,dependencies,related_tasks,related_specs,priority,risk,owner_role,estimate_days,start_week,duration_weeks,start_date,target_date,milestone,status,github_labels,linear_team,linear_project,deliverables,verification,evidence,source_refs,implementation_phase,documentation_volume,claim_refs,experiment_refs,review_required,public_output
AOS-CELL-041,Integrate modem-assisted GNSS where supportable,Task,AOS-CELL,GNSS,AOS-CELL-000,"Expose location/time observations from a supported modem or separate GNSS path with permissions, accuracy, assistance-data, offline and power semantics.","**Outcome.** Expose location/time observations from a supported modem or separate GNSS path with permissions, accuracy, assistance-data, offline and power semantics.

**Scope.** Produce and integrate: GNSS backend; assistance-data policy; location/time metadata; power modes; privacy tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Consumers receive accuracy/freshness/source, assistance data destinations are disclosed, and background location is separately authorized; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CELL-020;AOS-PLAT-013,AOS-OPEN-054,AOS-HW-007#gnss;AOS-ARCH-012#location-privacy,P3,High,GNSS Engineer,14,64,12,2027-10-04,2027-12-26,M8,Backlog,aos-cell;gnss;p3;task,Hardware,Cellular and Telephony Program,GNSS backend; assistance-data policy; location/time metadata; power modes; privacy tests,"known-location/time comparison, cold/warm start, denial/background, no-network and suspend tests",accuracy/TTFF/power report; privacy review; conformance,,Phase 7,Volume 03,,,,No
AOS-CELL-042,Define emergency-calling safety boundary before voice work,Review,AOS-CELL,Voice and Emergency,AOS-CELL-000,"Prevent misleading or accidental emergency behavior and specify requirements, test methods, UI, fallback, location and regulatory/operator dependencies.","**Outcome.** Prevent misleading or accidental emergency behavior and specify requirements, test methods, UI, fallback, location and regulatory/operator dependencies.

**Scope.** Produce and integrate: emergency requirements; test-network/lab procedure; UI/support language; disable/guard controls; partner/certification checklist. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No build advertises phone/emergency readiness before a lawful tested route passes its separate gate; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CELL-001;AOS-LEGAL-010;AOS-CELL-003,,AOS-HW-007#emergency-calling;AOS-LEGAL-004#cellular-path,P0,Critical,Telephony Safety Lead,12,58,12,2027-08-23,2027-11-14,M9,Backlog,aos-cell;voice-and-emergency;p0;review,Hardware,Cellular and Telephony Program,emergency requirements; test-network/lab procedure; UI/support language; disable/guard controls; partner/certification checklist,tabletop and accredited/operator consultation without live unauthorized emergency calls,safety review; lab/operator guidance; blocked release language,,Phase 7,Volume 03,,,,No
AOS-CELL-050,Establish native voice and IMS feasibility,Experiment,AOS-CELL,Voice and IMS,AOS-CELL-000,"Determine whether vendor/carrier-supported voice, IMS registration, audio routing, SMS over IMS, provisioning, handover and emergency behavior can be implemented and maintained.","**Outcome.** Determine whether vendor/carrier-supported voice, IMS registration, audio routing, SMS over IMS, provisioning, handover and emergency behavior can be implemented and maintained.

**Scope.** Produce and integrate: vendor/carrier architecture; interface/support/rights matrix; call-flow/provisioning model; test plan; cost/schedule; continue/stop recommendation. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","A positive result requires named supported modem/vendor/carrier path, emergency/audio/provisioning coverage and lifecycle commitment—not SIP theory alone; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CELL-042;AOS-LEGAL-010;AOS-LEGAL-011;AOS-CELL-060,AOS-CELL-040,AOS-HW-007#voice-and-ims;AOS-PLAN-006#cellular-and-voice-criteria,P0,Critical,IMS/Telephony Lead,30,72,28,2027-11-29,2028-06-11,M9,Backlog,aos-cell;voice-and-ims;p0;experiment,Hardware,Cellular and Telephony Program,vendor/carrier architecture; interface/support/rights matrix; call-flow/provisioning model; test plan; cost/schedule; continue/stop recommendation,EXP-044 with written partner evidence and lawful lab/test-network demonstration where available,partner responses; call-flow traces; gap/certification report; EXP-044 record,SRC-023;SRC-048,Phase 7,Volume 03,CLM-009,EXP-044,,No
AOS-CELL-051,Implement telephony audio-routing contract and test path,Task,AOS-CELL,Voice and IMS,AOS-CELL-000,"Route microphone, speaker/earpiece, Bluetooth/USB, modem/IMS streams, tones, mute, volume and privacy through native audio policy.","**Outcome.** Route microphone, speaker/earpiece, Bluetooth/USB, modem/IMS streams, tones, mute, volume and privacy through native audio policy.

**Scope.** Produce and integrate: telephony audio endpoints; route/policy state; timing/echo/noise hooks; privacy UI; loopback/test-call fixtures. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Call audio cannot be captured/routed by ungranted clients, route state is visible, and failures never leave microphone active silently; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-036,AOS-PLAT-036;AOS-CELL-050,AOS-HW-007#audio-routing,P1,Critical,Telephony Audio Engineer,22,88,18,2028-03-20,2028-07-23,M9,Backlog,aos-cell;voice-and-ims;p1;task,Hardware,Cellular and Telephony Program,telephony audio endpoints; route/policy state; timing/echo/noise hooks; privacy UI; loopback/test-call fixtures,"route changes, mute/privacy, echo/latency, device loss, suspend, call interruption and failure tests",audio route matrix; latency/quality metrics; privacy review,,Phase 7,Volume 03,,,,No
AOS-CELL-052,Build cellular certification and carrier engagement plan,Task,AOS-CELL,Certification,AOS-CELL-000,"Map module/final-device approvals, PTCRB/GCF, operator acceptance, IMS profiles, emergency, RF/SAR, OTA, variants, updates and regression responsibility.","**Outcome.** Map module/final-device approvals, PTCRB/GCF, operator acceptance, IMS profiles, emergency, RF/SAR, OTA, variants, updates and regression responsibility.

**Scope.** Produce and integrate: certification matrix; operator/lab contact plan; test builds/data; budget/lead time; change-control and support obligations. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Plan states which approvals are inherited, invalidated or repeated and who owns failures/updates through product lifetime; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CELL-002;AOS-LEGAL-010,AOS-CELL-050,AOS-LEGAL-004#cellular-and-carrier-path;AOS-HW-007#certification-consequences,P1,Critical,Cellular Certification Lead,15,90,18,2028-04-03,2028-08-06,M9,Backlog,aos-cell;certification;p1;task,Hardware,Cellular and Telephony Program,certification matrix; operator/lab contact plan; test builds/data; budget/lead time; change-control and support obligations,authorized lab and module vendor review; compare at least two market routes,review notes; budget/schedule; responsibility matrix; open blockers,SRC-050;SRC-051,Phase 7,Volume 03,,,,No
AOS-CELL-060,Secure cellular module vendor and FAE relationships,Contact,AOS-CELL,Partnerships,AOS-CELL-000,"Obtain documentation, firmware/update policy, samples, support, certification data and a route for Linux-independent native integration.","**Outcome.** Obtain documentation, firmware/update policy, samples, support, certification data and a route for Linux-independent native integration.

**Scope.** Produce and integrate: outreach dossiers; meetings; NDA/legal review; sample/support quotes; lifecycle/rights responses; contact register. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Selected module path has a named support contact or a documented self-support/public-spec rationale and replacement candidate; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-011,AOS-CELL-002,AOS-LEGAL-005#priority-contacts;AOS-HW-007#module-selection,P1,High,Cellular Partnerships Lead,10,22,24,2026-12-14,2027-05-30,M5,Backlog,aos-cell;partnerships;p1;contact,Hardware,Cellular and Telephony Program,outreach dossiers; meetings; NDA/legal review; sample/support quotes; lifecycle/rights responses; contact register,at least three qualified vendors/integrators contacted and responses scored,public-safe contact outcomes; response scorecard; agreements/limitations,,Phase 7,Volume 03,,,,No
AOS-CELL-070,Integrate cellular data/SMS into open-phone product experience,Task,AOS-CELL,Connected Product,AOS-CELL-000,Expose honest signal/registration/data/SMS/SIM/roaming/usage state and actions in the entity shell with recovery and migration behavior.,"**Outcome.** Expose honest signal/registration/data/SMS/SIM/roaming/usage state and actions in the entity shell with recovery and migration behavior.

**Scope.** Produce and integrate: connectivity/SIM/message entities; actions/receipts; status/errors; usage/roaming controls; backup/migration rules; limitations UI. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","UI distinguishes data/SMS from voice/IMS, exposes provider/network state, and never hides billing/roaming or unsupported emergency status; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PROD-012;AOS-PROD-050,AOS-CELL-030;AOS-OPEN-057,AOS-PROD-006#tier-two;AOS-HW-003#modem-role,P0,Critical,Connected Product Lead,20,64,14,2027-10-04,2028-01-09,M6,Backlog,aos-cell;connected-product;p0;task,Hardware,Cellular and Telephony Program,connectivity/SIM/message entities; actions/receipts; status/errors; usage/roaming controls; backup/migration rules; limitations UI,normal/loss/reset/SIM change/duplicate SMS/denied action/restore and accessibility workflows,product demo; action receipts; support matrix; user comprehension review,,Phase 7,Volume 03,,,,No
AOS-CELL-080,Decide connected-device versus full-phone product route,Decision,AOS-CELL,Cellular Strategy,AOS-CELL-000,"Select supported cellular claims and investment based on module, data/SMS, eSIM, voice/IMS, emergency, certification, cost and partner evidence.","**Outcome.** Select supported cellular claims and investment based on module, data/SMS, eSIM, voice/IMS, emergency, certification, cost and partner evidence.

**Scope.** Produce and integrate: cellular gate packet; supported claim level; partner/certification budget; unsupported/fallback behavior; stop/revisit criteria. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep Linux reference APIs and vendor protocols behind native Agent OS cellular services; data, SMS, eSIM, voice, IMS, and emergency support remain separate claims.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Decision never labels VoIP as native carrier telephony and names emergency/certification limitations explicitly; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CELL-031;AOS-CELL-040;AOS-CELL-050;AOS-CELL-052;AOS-LEGAL-013,,AOS-PLAN-006#cellular-and-voice-criteria;AOS-HW-007#product-claim-levels,P0,Critical,Program Lead / Product Lead,6,112,3,2028-09-04,2028-09-24,M9,Backlog,aos-cell;cellular-strategy;p0;decision,Hardware,Cellular and Telephony Program,cellular gate packet; supported claim level; partner/certification budget; unsupported/fallback behavior; stop/revisit criteria,"product, cellular, legal, regulatory, security and program review",signed decision; evidence links; public wording; updated roadmap,,Phase 7,Volume 03,,,,No
AOS-P9-000,Pixel 9 Quality-Hardware Research epic,Epic,AOS-P9,Program,,Use Pixel 9 minimally as a quality oracle and bounded native feasibility target.,"**Outcome.** Use Pixel 9 minimally as a quality oracle and bounded native feasibility target.

**Scope.** Produce and integrate: project charter; milestone map; owned backlog; status/evidence dashboard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Project has one accountable lead, an approved scope, milestone links, and no orphaned P0/P1 work; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,,AOS-HW-002#track-purpose,P1,High,Pixel Track Lead,3,2,80,2026-07-27,2028-02-06,Continuous,Backlog,aos-p9;program;p1;epic,Hardware,Pixel 9 Quality-Hardware Research,project charter; milestone map; owned backlog; status/evidence dashboard,monthly project review and gate reconciliation,project update; dependency report; risk and budget delta,,Phase 1,Volume 03,,,,No
AOS-P9-001,Complete Pixel 9 target and legal dossier,Task,AOS-P9,Pixel Dossier,AOS-P9-000,"Record exact SKU, SoC/subsystems, boot/recovery, public sources, factory artifacts, terms, firmware, debug, camera, power, radio, security and unknowns before native work.","**Outcome.** Record exact SKU, SoC/subsystems, boot/recovery, public sources, factory artifacts, terms, firmware, debug, camera, power, radio, security and unknowns before native work.

**Scope.** Produce and integrate: target dossier; subsystem/source/rights map; exact-SKU matrix; experiment/stop plan; artifact controls. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No native Pixel implementation task begins with an unspecified SKU, source class, recovery path, artifact right or stop condition; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-OPEN-001;AOS-DOCS-004;AOS-LEGAL-005,AOS-HW-002#target-dossier;AOS-LEGAL-002#pixel-application,P0,Critical,Pixel Track Lead,15,2,8,2026-07-27,2026-09-20,M1,Backlog,aos-p9;pixel-dossier;p0;task,Hardware,Pixel 9 Quality-Hardware Research,target dossier; subsystem/source/rights map; exact-SKU matrix; experiment/stop plan; artifact controls,architecture/hardware/security/legal review against official/current sources and acquired unit,dossier; approved/blocked method list; unresolved-source matrix,SRC-019;SRC-020;SRC-021,Phase 1,Volume 03,,,,No
AOS-P9-010,"Verify Pixel 9 acquisition, unlock, relock, and stock restore",Experiment,AOS-P9,Pixel Lab,AOS-P9-000,Acquire appropriate non-carrier-restricted development units and prove a reversible documented unlock/recovery path before destructive research.,"**Outcome.** Acquire appropriate non-carrier-restricted development units and prove a reversible documented unlock/recovery path before destructive research.

**Scope.** Produce and integrate: SKU/seller records; stock backups; unlock/relock/restore procedure; data-wipe/user-warning record; spare/stock oracle allocation. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Exact acquired SKU is demonstrably unlockable/restorable under approved terms and no irreplaceable user data/credentials are used; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-P9-001;AOS-OPEN-003;AOS-LEGAL-006,AOS-HW-002#device-acquisition;AOS-LEGAL-001#device-and-protocol-work,P0,Critical,Pixel Lab Engineer,7,4,8,2026-08-10,2026-10-04,M1,Backlog,aos-p9;pixel-lab;p0;experiment,Hardware,Pixel 9 Quality-Hardware Research,SKU/seller records; stock backups; unlock/relock/restore procedure; data-wipe/user-warning record; spare/stock oracle allocation,EXP-030 on at least two development units with factory restore and one preserved stock oracle,unlock/restore logs; purchase/firmware hashes; EXP-030 record,SRC-019;SRC-020,Phase 7,Volume 03,CLM-005,EXP-030,,No
AOS-P9-011,Automate Pixel stock recovery and artifact inventory,Task,AOS-P9,Pixel Lab,AOS-P9-000,"Create safe repeatable stock-image restoration, build/firmware identification, partition inventory, boot-state capture and device reset procedures.","**Outcome.** Create safe repeatable stock-image restoration, build/firmware identification, partition inventory, boot-state capture and device reset procedures.

**Scope.** Produce and integrate: recovery scripts/runbook; artifact/hash/license inventory; boot-state capture; destructive-operation interlocks; audit log. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Every experiment can return the unit to a known stock state and no unapproved artifact is redistributed or committed; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-P9-010;AOS-P9-001,AOS-HW-002#recovery-first;AOS-LEGAL-002#artifact-controls,P0,Critical,Pixel Lab Engineer,10,6,8,2026-08-24,2026-10-18,M1,Backlog,aos-p9;pixel-lab;p0;task,Hardware,Pixel 9 Quality-Hardware Research,recovery scripts/runbook; artifact/hash/license inventory; boot-state capture; destructive-operation interlocks; audit log,recover from intentionally bad noncritical image/state and reproduce on a second unit,recovery drill; artifact manifest; safety review; time-to-recover metrics,,Phase 7,Volume 03,,,,No
AOS-P9-015,Enforce Pixel Android/Linux dependency containment,Experiment,AOS-P9,Containment,AOS-P9-000,"Continuously prove that Pixel-only stock, sidecar, trace, firmware and bring-up aids do not enter native portable code, IDL, schemas or product state.","**Outcome.** Continuously prove that Pixel-only stock, sidecar, trace, firmware and bring-up aids do not enter native portable code, IDL, schemas or product state.

**Scope.** Produce and integrate: forbidden dependency/type rules; source/binary graph scanner; adapter inventory; retirement ledger; CI gate. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Seeded leakage fails CI, every temporary dependency has owner/expiry/alternative, and portable packages build without Pixel artifacts; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-DOCS-007,AOS-P9-001;AOS-PLAT-001,AOS-ARCH-011#pixel-legacy-boundary;AOS-ADR-0004#decision,P0,Critical,Architecture/Build Engineer,10,6,76,2026-08-24,2028-02-06,M7,Backlog,aos-p9;containment;p0;experiment,Hardware,Pixel 9 Quality-Hardware Research,forbidden dependency/type rules; source/binary graph scanner; adapter inventory; retirement ledger; CI gate,EXP-031 with seeded Android/Linux/Binder/POSIX/vendor types and actual Pixel components,dependency reports; adapter/retirement dashboard; EXP-031 records,,Phase 7,Volume 03,CLM-004,EXP-031,,No
AOS-P9-020,Build Pixel 9 stock camera/display/power quality oracle,Experiment,AOS-P9,Quality Oracle,AOS-P9-000,"Capture repeatable stock baselines and test procedures for image/video, display/frame/input, battery/thermal/suspend and common workflows.","**Outcome.** Capture repeatable stock baselines and test procedures for image/video, display/frame/input, battery/thermal/suspend and common workflows.

**Scope.** Produce and integrate: stock test image/config; camera RAW/processed/video corpus where accessible; display/power traces; workflow baselines; metadata/provenance. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Baseline identifies stock build/settings/unit/conditions, can be repeated, and is used only as comparison—not evidence of native feasibility; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-OPEN-002,AOS-P9-010;AOS-CAM-001;AOS-LEGAL-008,AOS-HW-002#quality-oracle;AOS-HW-006#quality-definition,P1,High,Pixel Quality Engineer,18,10,16,2026-09-21,2027-01-10,M5,Backlog,aos-p9;quality-oracle;p1;experiment,Hardware,Pixel 9 Quality-Hardware Research,stock test image/config; camera RAW/processed/video corpus where accessible; display/power traces; workflow baselines; metadata/provenance,"EXP-035 repeated across two units, software versions, controlled scenes/workloads and battery states",oracle dataset; repeatability/variance report; EXP-035 record,SRC-021,Phase 7,Volume 03,,EXP-035,,No
AOS-P9-021,Implement approved Pixel trace and observation tooling,Task,AOS-P9,Trace and Observation,AOS-P9-000,Collect sanitized black-box and stock-system observations needed for native contract tests without copying protected implementation or personal data.,"**Outcome.** Collect sanitized black-box and stock-system observations needed for native contract tests without copying protected implementation or personal data.

**Scope.** Produce and integrate: observation scripts; portable trace adapters; sanitizer; source/provenance/retention manifest; black-box test fixtures. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Only approved functional observations leave quarantine, traces contain no Android/Linux ABI or protected/personal payload, and version is explicit; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-007,AOS-PLAT-081;AOS-P9-011,AOS-LEGAL-002#workflow,P1,Critical,Pixel Evidence Engineer,18,12,16,2026-10-05,2027-01-24,M3,Backlog,aos-p9;trace-and-observation;p1;task,Hardware,Pixel 9 Quality-Hardware Research,observation scripts; portable trace adapters; sanitizer; source/provenance/retention manifest; black-box test fixtures,"legal/source review, sensitive/proprietary scan, deterministic replay and version-change test",approved trace corpus; sanitation report; observation protocol; hashes,,Phase 7,Volume 03,,,,No
AOS-P9-022,Define temporary Pixel sidecar/proxy contracts and retirement plan,Task,AOS-P9,Sidecar,AOS-P9-000,Allow selected stock-OS device capabilities to feed experiments through explicit portable proxy services while preserving native replacement boundaries.,"**Outcome.** Allow selected stock-OS device capabilities to feed experiments through explicit portable proxy services while preserving native replacement boundaries.

**Scope.** Produce and integrate: proxy threat model; portable message schemas; authentication/encryption; mock/native backends; dependency and retirement tasks; visible labeling. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Proxy cannot grant broader device/Android authority, product code cannot distinguish it except declared capability quality, and it has a removal/limit gate; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-P9-015;AOS-P9-021;AOS-PLAT-039;AOS-PLAT-040,AOS-HW-002#sidecar-and-proxy;AOS-ARCH-011#compatibility-cells,P2,Critical,Pixel Adapter Architect,15,20,12,2026-11-30,2027-02-21,M4,Backlog,aos-p9;sidecar;p2;task,Hardware,Pixel 9 Quality-Hardware Research,proxy threat model; portable message schemas; authentication/encryption; mock/native backends; dependency and retirement tasks; visible labeling,disconnect/compromise/version mismatch/replay/data minimization and native-backend swap tests,adapter conformance; threat review; dependency graph; user-facing labels,,Phase 2,Volume 03,,,,No
AOS-P9-030,Reach lawful reproducible Agent OS early diagnostics on Pixel 9,Experiment,AOS-P9,Native Bring-up,AOS-P9-000,Determine whether the Pixel boot chain can load Agent OS far enough to produce independent early diagnostics without undocumented portable dependencies.,"**Outcome.** Determine whether the Pixel boot chain can load Agent OS far enough to produce independent early diagnostics without undocumented portable dependencies.

**Scope.** Produce and integrate: boot-chain map; loader/image path; early console/trace channel; CPU/memory seed; recovery-safe automation; provenance dossier. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep every Android/Linux artifact inside the Pixel adapter, stock-oracle, trace, or recovery boundary; do not alter portable Agent OS contracts to match a vendor ABI.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Positive result is reproducible and lawfully documentable; negative result triggers stop/limit rather than hidden use of Android/Linux runtime; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-P9-010;AOS-P9-011;AOS-LEGAL-007;AOS-CORE-012,,AOS-HW-002#phase-one-boot;AOS-PLAN-006#pixel-stop-criteria,P0,Critical,Pixel Boot Engineer,30,28,20,2027-01-25,2027-06-13,M7,Backlog,aos-p9;native-bring-up;p0;experiment,Hardware,Pixel 9 Quality-Hardware Research,boot-chain map; loader/image path; early console/trace channel; CPU/memory seed; recovery-safe automation; provenance dossier,"EXP-032 repeated from stock/recovery states on two units, malformed image and loss-of-diagnostic tests",boot logs/traces; artifact/source manifest; time/cost log; EXP-032 record,,Phase 7,Volume 03,CLM-006,EXP-032,,No
